transaction_id,customer_id,transaction_amount,payment_method,device_type,location,merchant_category,is_international,account_age_days,fraud_flag,transaction_timestamp,transaction_frequency_24h,avg_transaction_amount_7d,unusual_amount_flag,multiple_transactions_short_time,velocity_flag,risk_score,fraud_risk
T0000391,C28253,272.43,"Google Pay",Mobile,UK,Luxury,1,1837,0,"2026-03-17 19:56:00",0,NULL,0,0,0,0,Low
T0000392,C11490,314.13,"Debit Card",Mobile,Germany,Electronics,1,1835,0,"2025-05-02 19:56:00",0,NULL,0,0,0,0,Low
T0000393,C18681,21.83,PayPal,Tablet,Germany,Luxury,1,503,0,"2025-11-02 19:56:00",0,NULL,0,0,0,0,Low
T0000394,C09590,44.06,"Debit Card",Tablet,Australia,Travel,1,1453,1,"2025-12-03 19:56:00",0,NULL,0,0,0,0,Low
T0000395,C01943,151.75,"Debit Card",Tablet,UK,Luxury,0,99,0,"2025-12-10 19:56:00",0,NULL,0,0,0,0,Low
T0000396,C10555,15.6,"Apple Pay",Desktop,UK,Travel,1,1619,1,"2025-12-25 19:56:00",0,NULL,0,0,0,0,Low
T0000397,C14811,193,PayPal,Desktop,Germany,Travel,0,1971,0,"2026-03-23 19:56:00",0,NULL,0,0,0,0,Low
T0000398,C15993,24.58,PayPal,Tablet,USA,Electronics,0,1919,0,"2025-11-14 19:56:00",0,NULL,0,0,0,0,Low
T0000399,C26073,196.78,PayPal,Mobile,India,Groceries,1,1395,1,"2025-07-31 19:56:00",0,NULL,0,0,0,0,Low
T0000400,C11068,14.3,"Credit Card",Tablet,India,Electronics,0,735,1,"2025-07-24 19:56:00",0,NULL,0,0,0,0,Low
T0000401,C03263,108.03,"Credit Card",Mobile,USA,Travel,1,993,0,"2025-06-14 19:56:00",0,23.95,1,0,0,1,Medium
T0000402,C06630,63.53,PayPal,Tablet,Canada,Electronics,0,1187,0,"2025-05-13 19:56:00",0,NULL,0,0,0,0,Low
T0000403,C21450,35.43,PayPal,Mobile,Canada,Luxury,1,1645,0,"2025-10-28 19:56:00",0,NULL,0,0,0,0,Low
T0000404,C22920,66.14,"Credit Card",Tablet,USA,Fashion,1,1709,0,"2026-01-01 19:56:00",0,NULL,0,0,0,0,Low
T0000405,C15625,19.46,"Credit Card",Tablet,UK,Electronics,0,492,0,"2026-03-22 19:56:00",0,NULL,0,0,0,0,Low
T0000406,C22794,244.15,"Apple Pay",Desktop,Australia,Electronics,0,671,0,"2025-11-06 19:56:00",0,NULL,0,0,0,0,Low
T0000407,C07503,2.87,PayPal,Tablet,USA,Groceries,0,659,0,"2025-10-16 19:56:00",0,NULL,0,0,0,0,Low
T0000408,C28869,35.63,"Credit Card",Desktop,UK,Gaming,0,779,0,"2025-11-28 19:56:00",0,113.33,0,0,0,0,Low
T0000409,C18458,38.51,"Debit Card",Desktop,Canada,Travel,0,1587,0,"2026-04-26 19:56:00",0,319.25,0,0,0,0,Low
T0000410,C20188,67.08,"Credit Card",Mobile,USA,Gaming,1,1008,0,"2025-05-14 19:56:00",0,NULL,0,0,0,0,Low
T0000411,C23921,50.06,"Debit Card",Desktop,Canada,Groceries,1,1135,1,"2025-10-16 19:56:00",0,NULL,0,0,0,0,Low
T0000412,C21123,103.64,"Credit Card",Tablet,Germany,Luxury,0,753,0,"2026-03-18 19:56:00",0,NULL,0,0,0,0,Low
T0000413,C28700,124.37,"Apple Pay",Tablet,Germany,Groceries,0,1924,0,"2025-11-27 19:56:00",0,NULL,0,0,0,0,Low
T0000414,C21174,50.51,"Debit Card",Desktop,India,Travel,0,837,0,"2026-04-03 19:56:00",0,NULL,0,0,0,0,Low
T0000415,C20909,8.4,PayPal,Tablet,USA,Fashion,0,785,0,"2025-06-30 19:56:00",0,NULL,0,0,0,0,Low
T0000416,C12676,254.51,"Apple Pay",Desktop,Germany,Electronics,1,390,0,"2025-07-13 19:56:00",0,NULL,0,0,0,0,Low
T0000417,C00547,73.25,"Credit Card",Mobile,Canada,Travel,0,779,0,"2025-07-04 19:56:00",0,NULL,0,0,0,0,Low
T0000418,C16601,54.11,"Credit Card",Desktop,Australia,Luxury,1,1297,1,"2025-12-05 19:56:00",0,NULL,0,0,0,0,Low
T0000419,C17583,104.24,"Credit Card",Desktop,USA,Gaming,0,1510,1,"2025-07-29 19:56:00",0,NULL,0,0,0,0,Low
T0000420,C06659,140.54,PayPal,Desktop,Germany,Luxury,1,455,1,"2026-02-10 19:56:00",0,NULL,0,0,0,0,Low
T0000421,C14336,65.92,"Google Pay",Mobile,USA,Gaming,0,1433,0,"2025-12-29 19:56:00",0,NULL,0,0,0,0,Low
T0000422,C01804,131.2,"Debit Card",Mobile,USA,Travel,0,1312,0,"2025-11-23 19:56:00",0,NULL,0,0,0,0,Low
T0000423,C11361,61.16,PayPal,Mobile,Canada,Luxury,1,1905,1,"2025-08-06 19:56:00",0,NULL,0,0,0,0,Low
T0000424,C29047,175.63,"Google Pay",Desktop,India,Electronics,0,1117,0,"2026-03-01 19:56:00",0,NULL,0,0,0,0,Low
T0000425,C08617,117.25,"Credit Card",Desktop,India,Travel,0,1022,0,"2025-05-01 19:56:00",0,NULL,0,0,0,0,Low
T0000426,C28160,209.89,"Credit Card",Desktop,UK,Gaming,0,1687,1,"2025-07-14 19:56:00",0,NULL,0,0,0,0,Low
T0000427,C22090,15.02,"Credit Card",Tablet,Germany,Electronics,0,370,0,"2026-03-02 19:56:00",0,NULL,0,0,0,0,Low
T0000428,C08014,11.01,"Debit Card",Desktop,India,Electronics,1,1876,0,"2026-04-07 19:56:00",0,NULL,0,0,0,0,Low
T0000429,C18117,209.35,PayPal,Mobile,Canada,Groceries,1,1499,1,"2025-04-30 19:56:00",0,NULL,0,0,0,0,Low
T0000430,C27067,87,"Google Pay",Mobile,Germany,Electronics,1,1134,0,"2026-03-22 19:56:00",0,NULL,0,0,0,0,Low
T0000431,C13138,59.52,"Credit Card",Desktop,Canada,Gaming,1,687,1,"2026-03-26 19:56:00",0,NULL,0,0,0,0,Low
T0000432,C14967,204.09,"Debit Card",Mobile,Canada,Travel,1,1703,1,"2026-04-26 19:56:00",0,NULL,0,0,0,0,Low
T0000433,C12068,153.37,"Apple Pay",Mobile,Australia,Electronics,1,1559,0,"2025-07-02 19:56:00",0,NULL,0,0,0,0,Low
T0000434,C07635,10.13,PayPal,Tablet,Australia,Electronics,1,139,0,"2025-07-27 19:56:00",0,NULL,0,0,0,0,Low
T0000435,C24869,30.37,"Credit Card",Tablet,Australia,Fashion,1,1570,1,"2025-05-29 19:56:00",0,NULL,0,0,0,0,Low
T0000436,C17361,102.73,PayPal,Desktop,USA,Electronics,1,104,1,"2025-12-30 19:56:00",0,NULL,0,0,0,0,Low
T0000437,C01439,80.11,"Credit Card",Tablet,Canada,Gaming,1,1469,1,"2026-01-02 19:56:00",0,NULL,0,0,0,0,Low
T0000438,C03132,83.8,"Google Pay",Tablet,India,Gaming,0,1150,0,"2025-08-15 19:56:00",0,NULL,0,0,0,0,Low
T0000439,C02041,15.58,"Apple Pay",Mobile,Canada,Luxury,0,1112,0,"2025-09-20 19:56:00",0,NULL,0,0,0,0,Low
T0000440,C27260,395.99,"Credit Card",Desktop,Canada,Fashion,1,1686,1,"2025-11-14 19:56:00",0,NULL,0,0,0,0,Low
T0000441,C04461,330.71,PayPal,Mobile,USA,Travel,0,456,0,"2025-07-05 19:56:00",0,NULL,0,0,0,0,Low
T0000442,C03957,122.87,"Credit Card",Mobile,India,Electronics,1,1093,1,"2025-07-30 19:56:00",0,NULL,0,0,0,0,Low
T0000443,C05165,54.46,"Debit Card",Tablet,Australia,Groceries,1,787,0,"2025-05-14 19:56:00",0,NULL,0,0,0,0,Low
T0000444,C04861,28.55,PayPal,Desktop,India,Groceries,0,1960,0,"2026-03-15 19:56:00",0,NULL,0,0,0,0,Low
T0000445,C26873,142.51,"Credit Card",Desktop,India,Travel,0,1132,0,"2026-01-31 19:56:00",0,NULL,0,0,0,0,Low
T0000446,C03340,9.31,"Apple Pay",Mobile,USA,Groceries,0,272,0,"2026-02-18 19:56:00",0,NULL,0,0,0,0,Low
T0000447,C22489,141.38,"Credit Card",Tablet,Germany,Electronics,0,1648,1,"2025-06-12 19:56:00",0,NULL,0,0,0,0,Low
T0000448,C02113,31.19,"Apple Pay",Mobile,USA,Electronics,1,1254,1,"2026-01-19 19:56:00",0,NULL,0,0,0,0,Low
T0000449,C05505,117.35,"Credit Card",Tablet,India,Travel,1,1096,1,"2025-07-11 19:56:00",0,NULL,0,0,0,0,Low
T0000450,C22388,188.48,PayPal,Desktop,UK,Groceries,0,528,0,"2025-09-24 19:56:00",0,NULL,0,0,0,0,Low
T0000451,C14615,89.46,PayPal,Tablet,Germany,Travel,0,607,0,"2026-02-13 19:56:00",0,NULL,0,0,0,0,Low
T0000452,C13501,398.32,"Apple Pay",Mobile,USA,Fashion,1,414,1,"2025-07-23 19:56:00",0,NULL,0,0,0,0,Low
T0000453,C21059,2.33,"Apple Pay",Tablet,Germany,Luxury,0,1921,0,"2025-08-04 19:56:00",0,NULL,0,0,0,0,Low
T0000454,C11768,91.97,"Apple Pay",Desktop,Germany,Groceries,1,251,1,"2025-08-28 19:56:00",0,NULL,0,0,0,0,Low
T0000455,C05893,119.08,PayPal,Tablet,UK,Electronics,1,681,0,"2026-04-17 19:56:00",0,NULL,0,0,0,0,Low
T0000456,C26498,80.3,"Credit Card",Tablet,UK,Fashion,1,712,0,"2025-09-01 19:56:00",0,NULL,0,0,0,0,Low
T0000457,C21525,83.02,"Debit Card",Tablet,Australia,Gaming,1,555,0,"2025-12-28 19:56:00",0,NULL,0,0,0,0,Low
T0000458,C27739,47.11,PayPal,Mobile,UK,Gaming,1,1778,1,"2025-10-14 19:56:00",0,NULL,0,0,0,0,Low
T0000459,C00925,114.26,"Google Pay",Tablet,Germany,Fashion,1,563,1,"2025-05-05 19:56:00",0,NULL,0,0,0,0,Low
T0000460,C27417,267.17,"Debit Card",Mobile,India,Gaming,1,434,1,"2025-08-21 19:56:00",0,395.48,0,0,0,0,Low
T0000461,C07170,139.82,PayPal,Mobile,Canada,Luxury,1,1043,1,"2026-04-20 19:56:00",0,NULL,0,0,0,0,Low
T0000462,C05816,319.66,"Google Pay",Mobile,UK,Groceries,0,724,1,"2025-11-16 19:56:00",0,NULL,0,0,0,0,Low
T0000463,C02377,82.09,PayPal,Tablet,USA,Groceries,1,88,0,"2025-10-21 19:56:00",0,NULL,0,0,0,0,Low
T0000464,C04472,264.21,"Debit Card",Tablet,India,Luxury,1,590,1,"2026-02-09 19:56:00",0,64.46,1,0,0,1,Medium
T0000465,C18415,160.47,PayPal,Mobile,Australia,Fashion,1,1233,0,"2025-05-10 19:56:00",0,NULL,0,0,0,0,Low
T0000466,C05824,10.63,"Google Pay",Tablet,USA,Groceries,1,417,1,"2026-04-30 19:56:00",0,NULL,0,0,0,0,Low
T0000467,C26503,13.36,"Apple Pay",Tablet,Germany,Fashion,0,241,0,"2025-06-21 19:56:00",0,NULL,0,0,0,0,Low
T0000468,C10852,52.3,"Credit Card",Desktop,Canada,Luxury,0,408,0,"2026-03-22 19:56:00",0,NULL,0,0,0,0,Low
T0000469,C21956,342.33,"Debit Card",Desktop,USA,Fashion,1,451,1,"2025-06-07 19:56:00",0,NULL,0,0,0,0,Low
T0000470,C22714,12.43,"Credit Card",Desktop,USA,Travel,1,1583,1,"2026-03-27 19:56:00",0,NULL,0,0,0,0,Low
T0000471,C14360,10.35,PayPal,Desktop,India,Gaming,0,338,0,"2025-09-28 19:56:00",0,NULL,0,0,0,0,Low
T0000472,C12300,57.74,"Debit Card",Tablet,Australia,Travel,1,1415,1,"2026-03-10 19:56:00",0,NULL,0,0,0,0,Low
T0000473,C02416,36.25,"Credit Card",Mobile,Canada,Groceries,1,128,1,"2026-04-13 19:56:00",0,NULL,0,0,0,0,Low
T0000474,C05575,5.14,PayPal,Tablet,USA,Gaming,0,661,0,"2025-10-20 19:56:00",0,NULL,0,0,0,0,Low
T0000475,C20108,77.17,"Google Pay",Desktop,Australia,Travel,0,169,0,"2025-08-26 19:56:00",0,NULL,0,0,0,0,Low
T0000476,C05148,165.43,"Apple Pay",Desktop,UK,Luxury,0,792,1,"2026-04-03 19:56:00",0,NULL,0,0,0,0,Low
T0000477,C18158,14.09,"Debit Card",Tablet,Canada,Electronics,1,497,0,"2025-07-28 19:56:00",0,NULL,0,0,0,0,Low
T0000478,C01627,67.89,"Credit Card",Mobile,USA,Groceries,1,799,1,"2025-10-11 19:56:00",0,NULL,0,0,0,0,Low
T0000479,C26998,38.39,PayPal,Mobile,USA,Electronics,1,695,0,"2025-05-27 19:56:00",0,NULL,0,0,0,0,Low
T0000480,C15518,1.54,PayPal,Desktop,India,Electronics,1,789,0,"2026-03-02 19:56:00",0,NULL,0,0,0,0,Low
T0000481,C21033,301.49,"Apple Pay",Mobile,Canada,Electronics,1,1671,1,"2025-07-26 19:56:00",0,NULL,0,0,0,0,Low
T0000482,C08628,221.42,"Google Pay",Desktop,UK,Electronics,1,1769,1,"2025-09-17 19:56:00",0,NULL,0,0,0,0,Low
T0000483,C04953,23.44,"Apple Pay",Mobile,Australia,Gaming,0,543,0,"2025-05-09 19:56:00",0,NULL,0,0,0,0,Low
T0000484,C07456,93.07,"Google Pay",Desktop,Germany,Luxury,0,222,1,"2025-07-21 19:56:00",0,NULL,0,0,0,0,Low
T0000485,C28407,155.35,"Apple Pay",Desktop,Canada,Luxury,0,1440,0,"2025-08-30 19:56:00",0,NULL,0,0,0,0,Low
T0000486,C01138,220.44,"Debit Card",Mobile,India,Fashion,0,1734,1,"2025-08-16 19:56:00",0,NULL,0,0,0,0,Low
T0000487,C26492,163.24,"Apple Pay",Mobile,India,Fashion,0,32,0,"2026-01-22 19:56:00",0,NULL,0,0,0,0,Low
T0000488,C26954,140.11,"Credit Card",Tablet,Canada,Electronics,0,1161,0,"2025-06-13 19:56:00",0,10.42,1,0,0,1,Medium
T0000489,C12718,68.26,"Google Pay",Tablet,Canada,Travel,1,1909,0,"2025-07-20 19:56:00",0,NULL,0,0,0,0,Low
T0000490,C28622,155.56,"Google Pay",Mobile,India,Gaming,1,1257,1,"2026-04-24 19:56:00",0,NULL,0,0,0,0,Low
T0000491,C24851,254.25,"Google Pay",Tablet,USA,Groceries,0,1438,1,"2026-03-10 19:56:00",0,NULL,0,0,0,0,Low
T0000492,C28767,158.49,"Google Pay",Desktop,Australia,Gaming,1,946,1,"2025-10-02 19:56:00",0,NULL,0,0,0,0,Low
T0000493,C15501,56.45,"Google Pay",Desktop,India,Gaming,0,611,0,"2026-04-11 19:56:00",0,NULL,0,0,0,0,Low
T0000494,C22309,219.88,"Credit Card",Mobile,India,Luxury,1,1451,1,"2025-05-10 19:56:00",0,NULL,0,0,0,0,Low
T0000495,C15572,170.59,"Apple Pay",Mobile,Canada,Luxury,1,1768,1,"2025-12-14 19:56:00",0,NULL,0,0,0,0,Low
T0000496,C22442,43.77,PayPal,Mobile,Canada,Groceries,0,141,0,"2026-03-11 19:56:00",0,NULL,0,0,0,0,Low
T0000497,C23882,58.41,"Apple Pay",Mobile,India,Luxury,0,1187,0,"2025-09-29 19:56:00",0,NULL,0,0,0,0,Low
T0000498,C15875,59.62,"Google Pay",Mobile,Germany,Travel,1,211,1,"2025-08-09 19:56:00",0,NULL,0,0,0,0,Low
T0000499,C04445,115.98,"Debit Card",Mobile,UK,Electronics,0,1053,1,"2025-08-05 19:56:00",0,NULL,0,0,0,0,Low
T0000500,C14957,61.77,PayPal,Tablet,UK,Travel,1,1761,1,"2026-04-05 19:56:00",0,NULL,0,0,0,0,Low
T0000501,C16552,13.2,PayPal,Tablet,USA,Travel,0,1921,0,"2025-10-09 19:56:00",0,NULL,0,0,0,0,Low
T0000502,C19466,111.01,PayPal,Desktop,Germany,Fashion,0,168,0,"2025-09-14 19:56:00",0,NULL,0,0,0,0,Low
T0000503,C27449,2.78,"Credit Card",Desktop,USA,Fashion,0,415,0,"2025-12-19 19:56:00",0,NULL,0,0,0,0,Low
T0000504,C27979,142.66,PayPal,Mobile,Australia,Luxury,0,936,0,"2025-07-12 19:56:00",0,NULL,0,0,0,0,Low
T0000505,C13419,209.25,"Debit Card",Tablet,USA,Luxury,0,1383,1,"2025-08-11 19:56:00",0,212.68,0,0,0,0,Low
T0000506,C05676,47.73,PayPal,Mobile,Canada,Travel,0,1146,1,"2025-06-27 19:56:00",0,NULL,0,0,0,0,Low
T0000507,C29344,109.42,"Apple Pay",Desktop,Canada,Groceries,1,1029,0,"2025-10-20 19:56:00",0,NULL,0,0,0,0,Low
T0000508,C22191,42.71,"Google Pay",Tablet,USA,Luxury,1,669,0,"2025-08-07 19:56:00",0,NULL,0,0,0,0,Low
T0000509,C27633,184.82,"Apple Pay",Desktop,Australia,Electronics,1,84,1,"2025-10-21 19:56:00",0,NULL,0,0,0,0,Low
T0000510,C11020,161.64,"Debit Card",Desktop,Canada,Fashion,1,509,1,"2025-12-10 19:56:00",0,NULL,0,0,0,0,Low
T0000511,C16951,53.97,"Debit Card",Tablet,India,Luxury,0,1658,0,"2025-12-28 19:56:00",0,NULL,0,0,0,0,Low
T0000512,C00835,105.77,"Apple Pay",Desktop,Canada,Travel,1,1910,0,"2025-05-30 19:56:00",0,NULL,0,0,0,0,Low
T0000513,C24142,183.11,"Google Pay",Desktop,Australia,Luxury,0,590,0,"2026-04-12 19:56:00",0,NULL,0,0,0,0,Low
T0000514,C25720,221.37,"Google Pay",Tablet,Canada,Fashion,1,1107,1,"2025-08-30 19:56:00",0,NULL,0,0,0,0,Low
T0000515,C09627,332.43,"Google Pay",Mobile,Australia,Fashion,1,647,1,"2026-03-12 19:56:00",0,NULL,0,0,0,0,Low
T0000516,C22273,156.21,PayPal,Mobile,Canada,Travel,0,621,0,"2025-11-10 19:56:00",0,NULL,0,0,0,0,Low
T0000517,C25825,174.04,"Apple Pay",Desktop,Germany,Electronics,1,197,1,"2025-11-12 19:56:00",0,NULL,0,0,0,0,Low
T0000518,C15419,61.07,"Apple Pay",Desktop,UK,Gaming,0,734,0,"2026-04-03 19:56:00",0,NULL,0,0,0,0,Low
T0000519,C09777,8.57,"Google Pay",Mobile,UK,Travel,0,912,0,"2025-10-01 19:56:00",0,NULL,0,0,0,0,Low
T0000520,C04694,34.04,"Debit Card",Mobile,India,Groceries,0,1881,1,"2025-11-20 19:56:00",0,NULL,0,0,0,0,Low
T0000521,C20792,55.67,"Debit Card",Desktop,Canada,Gaming,0,850,0,"2026-04-01 19:56:00",0,NULL,0,0,0,0,Low
T0000522,C25051,80.23,"Apple Pay",Mobile,UK,Travel,1,259,1,"2026-02-08 19:56:00",0,NULL,0,0,0,0,Low
T0000523,C15644,99.06,"Credit Card",Mobile,Germany,Groceries,0,1552,0,"2025-10-16 19:56:00",0,NULL,0,0,0,0,Low
T0000524,C24801,10.85,"Debit Card",Mobile,Australia,Fashion,0,1181,0,"2025-08-02 19:56:00",0,NULL,0,0,0,0,Low
T0000525,C22726,16.43,PayPal,Mobile,USA,Fashion,1,501,1,"2025-11-05 19:56:00",0,NULL,0,0,0,0,Low
T0000526,C02140,185.98,"Apple Pay",Desktop,India,Luxury,1,30,1,"2026-04-07 19:56:00",0,NULL,0,0,0,0,Low
T0000527,C04385,35.57,"Apple Pay",Desktop,UK,Electronics,1,993,0,"2025-11-06 19:56:00",0,NULL,0,0,0,0,Low
T0000528,C07485,49.55,"Debit Card",Mobile,Australia,Electronics,0,454,0,"2026-01-06 19:56:00",0,NULL,0,0,0,0,Low
T0000529,C12013,14.54,"Google Pay",Desktop,Australia,Gaming,0,1026,0,"2025-05-01 19:56:00",0,NULL,0,0,0,0,Low
T0000530,C01593,228.15,"Credit Card",Tablet,USA,Luxury,0,582,0,"2025-06-30 19:56:00",1,44.08,1,0,0,1,Medium
T0000531,C03795,236.05,"Apple Pay",Desktop,USA,Luxury,1,538,1,"2025-09-29 19:56:00",0,NULL,0,0,0,0,Low
T0000532,C05018,113.89,"Google Pay",Desktop,India,Groceries,0,851,0,"2026-01-15 19:56:00",0,NULL,0,0,0,0,Low
T0000533,C20408,21.75,PayPal,Desktop,USA,Electronics,0,1099,0,"2025-06-24 19:56:00",0,NULL,0,0,0,0,Low
T0000534,C25716,12.32,"Google Pay",Mobile,Germany,Fashion,1,353,1,"2026-03-07 19:56:00",0,NULL,0,0,0,0,Low
T0000535,C11729,185.56,"Google Pay",Desktop,UK,Travel,1,620,0,"2025-05-05 19:56:00",0,NULL,0,0,0,0,Low
T0000536,C29831,6.4,"Credit Card",Desktop,UK,Luxury,1,541,0,"2026-01-14 19:56:00",0,NULL,0,0,0,0,Low
T0000537,C02917,94.45,"Credit Card",Mobile,USA,Groceries,1,88,1,"2026-03-05 19:56:00",0,NULL,0,0,0,0,Low
T0000538,C21114,254.01,"Credit Card",Desktop,Canada,Electronics,1,1010,1,"2026-01-02 19:56:00",0,NULL,0,0,0,0,Low
T0000539,C26647,98.57,"Apple Pay",Desktop,Canada,Luxury,0,1954,1,"2026-01-31 19:56:00",0,182.34,0,0,0,0,Low
T0000540,C03798,11.87,"Apple Pay",Mobile,UK,Gaming,0,1587,0,"2026-03-13 19:56:00",0,NULL,0,0,0,0,Low
T0000541,C08792,82.65,"Apple Pay",Desktop,UK,Travel,1,388,0,"2026-03-14 19:56:00",0,NULL,0,0,0,0,Low
T0000542,C14960,57.45,"Debit Card",Tablet,India,Electronics,1,513,1,"2025-12-12 19:56:00",0,NULL,0,0,0,0,Low
T0000543,C04343,24.8,"Apple Pay",Mobile,USA,Gaming,0,1330,1,"2025-05-09 19:56:00",0,NULL,0,0,0,0,Low
T0000544,C22230,103.41,"Google Pay",Tablet,India,Electronics,0,568,0,"2025-09-18 19:56:00",0,NULL,0,0,0,0,Low
T0000545,C28265,26.15,"Apple Pay",Desktop,India,Travel,0,837,0,"2025-05-15 19:56:00",0,NULL,0,0,0,0,Low
T0000546,C01507,142.85,"Google Pay",Tablet,Canada,Luxury,1,886,1,"2026-03-29 19:56:00",0,NULL,0,0,0,0,Low
T0000547,C18896,283.92,"Apple Pay",Tablet,Canada,Luxury,0,229,0,"2025-07-15 19:56:00",0,NULL,0,0,0,0,Low
T0000548,C23811,27.08,"Debit Card",Desktop,Australia,Gaming,1,697,1,"2025-12-24 19:56:00",0,NULL,0,0,0,0,Low
T0000549,C29232,19.8,"Apple Pay",Mobile,Australia,Travel,0,553,0,"2025-06-21 19:56:00",0,NULL,0,0,0,0,Low
T0000550,C28490,15.02,PayPal,Desktop,Canada,Groceries,0,584,0,"2026-02-05 19:56:00",0,NULL,0,0,0,0,Low
T0000551,C01650,79.71,"Apple Pay",Tablet,Australia,Fashion,0,1195,0,"2025-08-14 19:56:00",0,NULL,0,0,0,0,Low
T0000552,C02584,21.78,"Apple Pay",Tablet,India,Travel,1,256,0,"2025-09-07 19:56:00",0,NULL,0,0,0,0,Low
T0000553,C10357,16.69,"Credit Card",Tablet,Australia,Travel,1,205,0,"2026-03-01 19:56:00",0,NULL,0,0,0,0,Low
T0000554,C13512,152.48,"Google Pay",Mobile,Germany,Fashion,0,236,1,"2026-04-12 19:56:00",0,NULL,0,0,0,0,Low
T0000555,C21450,24.9,"Debit Card",Desktop,Canada,Travel,1,655,1,"2025-05-22 19:56:00",0,NULL,0,0,0,0,Low
T0000556,C10879,148.65,"Apple Pay",Tablet,Australia,Electronics,1,952,1,"2025-07-18 19:56:00",0,NULL,0,0,0,0,Low
T0000557,C03193,126.55,PayPal,Mobile,Canada,Gaming,0,991,1,"2025-05-28 19:56:00",0,NULL,0,0,0,0,Low
T0000558,C17105,211.41,"Apple Pay",Mobile,UK,Electronics,0,165,1,"2025-10-21 19:56:00",0,NULL,0,0,0,0,Low
T0000559,C08333,209.83,"Debit Card",Mobile,USA,Luxury,0,1725,1,"2025-06-22 19:56:00",0,NULL,0,0,0,0,Low
T0000560,C11074,282.92,"Apple Pay",Mobile,Australia,Travel,1,1108,1,"2026-03-06 19:56:00",0,NULL,0,0,0,0,Low
T0000561,C21577,126.37,"Google Pay",Desktop,USA,Travel,0,1684,0,"2025-07-03 19:56:00",0,NULL,0,0,0,0,Low
T0000562,C27487,222.75,"Debit Card",Tablet,UK,Electronics,1,902,1,"2025-07-05 19:56:00",0,NULL,0,0,0,0,Low
T0000563,C12695,135.31,"Google Pay",Tablet,India,Luxury,1,1080,1,"2025-05-29 19:56:00",0,NULL,0,0,0,0,Low
T0000564,C24982,23.07,"Apple Pay",Desktop,Canada,Fashion,1,977,1,"2025-12-24 19:56:00",0,NULL,0,0,0,0,Low
T0000565,C04528,9.05,"Google Pay",Tablet,Germany,Luxury,1,1848,0,"2025-10-01 19:56:00",0,NULL,0,0,0,0,Low
T0000566,C07122,43.71,PayPal,Tablet,Australia,Luxury,0,958,0,"2026-01-18 19:56:00",0,NULL,0,0,0,0,Low
T0000567,C04348,127.07,"Credit Card",Tablet,Germany,Groceries,0,560,0,"2025-05-02 19:56:00",0,NULL,0,0,0,0,Low
T0000568,C18425,197.65,"Apple Pay",Tablet,Australia,Electronics,1,1148,1,"2025-08-28 19:56:00",0,NULL,0,0,0,0,Low
T0000569,C17129,285.27,"Credit Card",Desktop,UK,Fashion,0,1636,1,"2026-03-07 19:56:00",0,NULL,0,0,0,0,Low
T0000570,C08749,59.27,"Credit Card",Tablet,Canada,Luxury,1,510,1,"2026-02-07 19:56:00",0,NULL,0,0,0,0,Low
T0000571,C25702,94.93,"Apple Pay",Tablet,USA,Electronics,0,605,0,"2025-11-30 19:56:00",0,267.15,0,0,0,0,Low
T0000572,C20189,2.18,"Debit Card",Tablet,Australia,Gaming,0,623,0,"2025-05-20 19:56:00",0,NULL,0,0,0,0,Low
T0000573,C25701,39.43,"Apple Pay",Tablet,Australia,Travel,1,908,0,"2025-05-09 19:56:00",0,NULL,0,0,0,0,Low
T0000574,C13651,168.27,PayPal,Tablet,USA,Fashion,1,1360,1,"2025-05-15 19:56:00",0,NULL,0,0,0,0,Low
T0000575,C20335,116.54,"Google Pay",Tablet,Australia,Gaming,0,1541,0,"2025-09-16 19:56:00",0,NULL,0,0,0,0,Low
T0000576,C24198,120.97,"Apple Pay",Tablet,UK,Fashion,0,1862,1,"2025-06-26 19:56:00",0,NULL,0,0,0,0,Low
T0000577,C22370,8.49,"Apple Pay",Mobile,Australia,Groceries,0,1409,0,"2026-03-23 19:56:00",0,NULL,0,0,0,0,Low
T0000578,C18239,40.06,"Apple Pay",Mobile,Germany,Luxury,0,1010,1,"2025-12-16 19:56:00",0,NULL,0,0,0,0,Low
T0000579,C05073,42.79,"Google Pay",Desktop,Germany,Luxury,0,77,0,"2026-04-10 19:56:00",0,NULL,0,0,0,0,Low
T0000580,C09869,251.7,"Debit Card",Mobile,Australia,Gaming,1,1665,0,"2025-08-22 19:56:00",0,NULL,0,0,0,0,Low
T0000581,C02235,24.6,"Credit Card",Desktop,Germany,Groceries,0,441,0,"2025-08-15 19:56:00",0,NULL,0,0,0,0,Low
T0000582,C07249,4.23,"Debit Card",Desktop,Canada,Gaming,1,1502,1,"2026-01-11 19:56:00",0,NULL,0,0,0,0,Low
T0000583,C17384,88.44,"Google Pay",Mobile,Australia,Gaming,0,1996,0,"2025-08-30 19:56:00",0,NULL,0,0,0,0,Low
T0000584,C07990,80.42,PayPal,Desktop,USA,Gaming,1,1938,1,"2026-04-10 19:56:00",0,NULL,0,0,0,0,Low
T0000585,C23724,132.75,"Apple Pay",Tablet,Canada,Electronics,0,1041,0,"2025-12-07 19:56:00",0,NULL,0,0,0,0,Low
T0000586,C09714,87.44,"Credit Card",Desktop,Germany,Fashion,0,183,0,"2025-06-01 19:56:00",0,NULL,0,0,0,0,Low
